ORF_ID	ORF	Contig_ID	Contig	Toxin_prediction	Toxin_confidence_level	Signal_peptide	Virulence_prediction	Virulence_confidence_level	ARG	ARG_SNPs	AMR_category	AMR_sub_class	Resistance_mechanism	MGE_prediction	genome_name	newgenome_name	HMM_Name	Score	Significance_evalue	NAME	Alternative_name	Database	Description	clade	color
0000003007	40_207	NA	JAKTIN010000003.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592555.1_ASM2459255v1_genomic	GCA_024592555	K11060_3	53.7	2.8e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000003580	63_39	NA	JAKTIN010000006.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592555.1_ASM2459255v1_genomic	GCA_024592555	K03699_483	274.1	3.6e-82	tlyC	-	KEGG	putative hemolysin	clade_1	#E8A419
0000004011	69_123	NA	JAKTIN010000008.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592555.1_ASM2459255v1_genomic	GCA_024592555	TIGR01593	98.7	5.2e-29	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	clade_1	#E8A419
0000004011	69_123	NA	JAKTIN010000008.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592555.1_ASM2459255v1_genomic	GCA_024592555	PF05105.7	148.5	1.6999999999999998e-44	Phage_holin_4	-	PFAM	Holin family	clade_1	#E8A419
0000001029	43_74	NA	JAKTIO010000019.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592535.1_ASM2459253v1_genomic	GCA_024592535	K10816_8	68.9	7.5e-20	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_1	#E8A419
0000001237	44_193	NA	JAKTIO010000001.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592535.1_ASM2459253v1_genomic	GCA_024592535	K11063_6	78.9	2.9e-23	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000001238	44_194	NA	JAKTIO010000001.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592535.1_ASM2459253v1_genomic	GCA_024592535	K11063_6	83.8	9.8e-25	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000001238	44_194	NA	JAKTIO010000001.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592535.1_ASM2459253v1_genomic	GCA_024592535	K11060_3	53.6	3.5e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000001988	52_51	NA	JAKTIO010000027.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592535.1_ASM2459253v1_genomic	GCA_024592535	K11060_3	53.7	3.1e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000002428	56_53	NA	JAKTIO010000030.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592535.1_ASM2459253v1_genomic	GCA_024592535	K03699_483	274.1	3.999999999999999e-82	tlyC	-	KEGG	putative hemolysin	clade_1	#E8A419
0000003816	88_27	NA	JAKTIO010000005.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592535.1_ASM2459253v1_genomic	GCA_024592535	K11060_3	54.1	2.4e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000004507	121_84	NA	JAKTIO010000008.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592535.1_ASM2459253v1_genomic	GCA_024592535	PF05105.7	148.5	1.9e-44	Phage_holin_4	-	PFAM	Holin family	clade_1	#E8A419
0000004507	121_84	NA	JAKTIO010000008.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592535.1_ASM2459253v1_genomic	GCA_024592535	TIGR01593	98.7	5.799999999999998e-29	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	clade_1	#E8A419
0000000214	22_17	NA	JAKTIP010000011.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592505.1_ASM2459250v1_genomic	GCA_024592505	K10816_8	68.1	1.5e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_1	#E8A419
0000002455	147_49	NA	JAKTIP010000028.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592505.1_ASM2459250v1_genomic	GCA_024592505	PF05105.7	144.2	4.1999999999999985e-43	Phage_holin_4	-	PFAM	Holin family	clade_1	#E8A419
0000002455	147_49	NA	JAKTIP010000028.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592505.1_ASM2459250v1_genomic	GCA_024592505	TIGR01593	94.1	1.6e-27	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	clade_1	#E8A419
0000002520	149_8	NA	JAKTIP010000002.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592505.1_ASM2459250v1_genomic	GCA_024592505	K11063_6	78.9	3.2000000000000003e-23	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000002521	149_9	NA	JAKTIP010000002.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592505.1_ASM2459250v1_genomic	GCA_024592505	K11060_3	53.6	3.8e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000002521	149_9	NA	JAKTIP010000002.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592505.1_ASM2459250v1_genomic	GCA_024592505	K11063_6	83.8	1e-24	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000004148	182_133	NA	JAKTIP010000005.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592505.1_ASM2459250v1_genomic	GCA_024592505	K03699_483	274.1	4.2999999999999996e-82	tlyC	-	KEGG	putative hemolysin	clade_1	#E8A419
0000004403	193_105	NA	JAKTIP010000006.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592505.1_ASM2459250v1_genomic	GCA_024592505	K11063_6	100.4	1e-29	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000001441	77_1	NA	JAKTIR010000023.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592475.1_ASM2459247v1_genomic	GCA_024592475	K11063_6	78.9	2.9e-23	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000001442	77_2	NA	JAKTIR010000023.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592475.1_ASM2459247v1_genomic	GCA_024592475	K11060_3	53.7	3.1e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000001442	77_2	NA	JAKTIR010000023.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592475.1_ASM2459247v1_genomic	GCA_024592475	K11063_6	85	4.1e-25	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000002474	91_42	NA	JAKTIR010000036.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592475.1_ASM2459247v1_genomic	GCA_024592475	K11060_3	50.6	2.8e-14	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000002927	99_27	NA	JAKTIR010000043.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592475.1_ASM2459247v1_genomic	GCA_024592475	K10816_8	67.3	2.3e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_1	#E8A419
0000003085	103_21	NA	JAKTIR010000047.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592475.1_ASM2459247v1_genomic	GCA_024592475	K03699_483	274.1	3.9e-82	tlyC	-	KEGG	putative hemolysin	clade_1	#E8A419
0000000116	2_114	NA	JAKTIS010000010.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592455.1_ASM2459245v1_genomic	GCA_024592455	K11060_3	50.5	3e-14	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000000832	19_2	NA	JAKTIS010000017.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592455.1_ASM2459245v1_genomic	GCA_024592455	K11063_6	100.4	9e-30	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000001112	21_76	NA	JAKTIS010000019.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592455.1_ASM2459245v1_genomic	GCA_024592455	K03699_483	274.1	3.7999999999999996e-82	tlyC	-	KEGG	putative hemolysin	clade_1	#E8A419
0000001987	28_17	NA	JAKTIS010000025.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592455.1_ASM2459245v1_genomic	GCA_024592455	K10816_8	67.5	2e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_1	#E8A419
0000003218	55_105	NA	JAKTIS010000004.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592455.1_ASM2459245v1_genomic	GCA_024592455	K11063_6	78.9	2.8000000000000003e-23	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000003219	55_106	NA	JAKTIS010000004.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592455.1_ASM2459245v1_genomic	GCA_024592455	K11060_3	53.6	3.4e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000003219	55_106	NA	JAKTIS010000004.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592455.1_ASM2459245v1_genomic	GCA_024592455	K11063_6	83.8	9.3e-25	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000001668	78_39	NA	JAKTIY010000023.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592415.1_ASM2459241v1_genomic	GCA_024592415	K03699_483	274.1	4.2999999999999996e-82	tlyC	-	KEGG	putative hemolysin	clade_1	#E8A419
0000002594	104_38	NA	JAKTIY010000035.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592415.1_ASM2459241v1_genomic	GCA_024592415	K10816_8	68.9	8.1e-20	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_1	#E8A419
0000002927	109_140	NA	JAKTIY010000003.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592415.1_ASM2459241v1_genomic	GCA_024592415	K11063_6	83.8	1.0999999999999998e-24	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000002927	109_140	NA	JAKTIY010000003.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592415.1_ASM2459241v1_genomic	GCA_024592415	K11060_3	53.6	3.9e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000002928	109_141	NA	JAKTIY010000003.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592415.1_ASM2459241v1_genomic	GCA_024592415	K11063_6	78.9	3.2000000000000003e-23	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000003068	111_14	NA	JAKTIY010000041.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592415.1_ASM2459241v1_genomic	GCA_024592415	PF02452.12	94.7	1.2e-27	PemK	-	PFAM	PemK-like protein	clade_1	#E8A419
0000003220	115_14	NA	JAKTIY010000045.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592415.1_ASM2459241v1_genomic	GCA_024592415	K11060_3	53.7	3.4e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000004859	164_84	NA	JAKTIY010000008.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592415.1_ASM2459241v1_genomic	GCA_024592415	TIGR01593	98.7	6.3e-29	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	clade_1	#E8A419
0000004859	164_84	NA	JAKTIY010000008.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592415.1_ASM2459241v1_genomic	GCA_024592415	PF05105.7	148.5	2e-44	Phage_holin_4	-	PFAM	Holin family	clade_1	#E8A419
0000000083	5_79	NA	JAKTIU010000010.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592355.1_ASM2459235v1_genomic	GCA_024592355	K03699_483	274.1	3.999999999999999e-82	tlyC	-	KEGG	putative hemolysin	clade_1	#E8A419
0000000298	10_17	NA	JAKTIU010000012.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592355.1_ASM2459235v1_genomic	GCA_024592355	K10816_8	68.1	1.4e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_1	#E8A419
0000000548	11_127	NA	JAKTIU010000013.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592355.1_ASM2459235v1_genomic	GCA_024592355	TIGR01593	94.1	1.5e-27	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	clade_1	#E8A419
0000000548	11_127	NA	JAKTIU010000013.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592355.1_ASM2459235v1_genomic	GCA_024592355	PF05105.7	144.2	3.9e-43	Phage_holin_4	-	PFAM	Holin family	clade_1	#E8A419
0000000568	11_147	NA	JAKTIU010000013.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592355.1_ASM2459235v1_genomic	GCA_024592355	K11060_3	51.4	1.6e-14	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000003809	72_8	NA	JAKTIU010000005.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592355.1_ASM2459235v1_genomic	GCA_024592355	K11063_6	78.9	3e-23	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000003810	72_9	NA	JAKTIU010000005.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592355.1_ASM2459235v1_genomic	GCA_024592355	K11063_6	83.8	9.9e-25	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000003810	72_9	NA	JAKTIU010000005.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592355.1_ASM2459235v1_genomic	GCA_024592355	K11060_3	53.6	3.6e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000000495	7_101	NA	JAKTIW010000013.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592375.1_ASM2459237v1_genomic	GCA_024592375	TIGR02771	51.9	1.5e-14	TraF_Ti	-	TIGR	conjugative transfer signal peptidase TraF	clade_1	#E8A419
0000000654	10_8	NA	JAKTIW010000015.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592375.1_ASM2459237v1_genomic	GCA_024592375	K11063_6	78.9	2.9e-23	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000000655	10_9	NA	JAKTIW010000015.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592375.1_ASM2459237v1_genomic	GCA_024592375	K11060_3	53.7	3.1e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000000655	10_9	NA	JAKTIW010000015.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592375.1_ASM2459237v1_genomic	GCA_024592375	K11063_6	85.2	3.6e-25	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000000856	13_9	NA	JAKTIW010000017.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592375.1_ASM2459237v1_genomic	GCA_024592375	K11060_3	53	5.3e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000002264	27_50	NA	JAKTIW010000029.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592375.1_ASM2459237v1_genomic	GCA_024592375	K10816_8	67.3	2.3e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_1	#E8A419
0000002531	28_251	NA	JAKTIW010000002.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592375.1_ASM2459237v1_genomic	GCA_024592375	K11060_3	53.7	3.1e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000002699	31_36	NA	JAKTIW010000032.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592375.1_ASM2459237v1_genomic	GCA_024592375	K11063_6	101	5.9000000000000005e-30	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000002982	39_59	NA	JAKTIW010000003.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592375.1_ASM2459237v1_genomic	GCA_024592375	K03699_483	274.1	3.9e-82	tlyC	-	KEGG	putative hemolysin	clade_1	#E8A419
0000000420	6_17	NA	JAKTIV010000013.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592365.1_ASM2459236v1_genomic	GCA_024592365	K10816_8	68.1	1.4e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_1	#E8A419
0000001814	26_53	NA	JAKTIV010000022.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592365.1_ASM2459236v1_genomic	GCA_024592365	PF05105.7	144.2	3.9e-43	Phage_holin_4	-	PFAM	Holin family	clade_1	#E8A419
0000001814	26_53	NA	JAKTIV010000022.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592365.1_ASM2459236v1_genomic	GCA_024592365	TIGR01593	94.1	1.5e-27	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	clade_1	#E8A419
0000001834	26_73	NA	JAKTIV010000022.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592365.1_ASM2459236v1_genomic	GCA_024592365	K11060_3	51.4	1.6e-14	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000004114	89_8	NA	JAKTIV010000007.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592365.1_ASM2459236v1_genomic	GCA_024592365	K11063_6	78.9	2.9e-23	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000004115	89_9	NA	JAKTIV010000007.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592365.1_ASM2459236v1_genomic	GCA_024592365	K11060_3	53.6	3.5e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000004115	89_9	NA	JAKTIV010000007.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592365.1_ASM2459236v1_genomic	GCA_024592365	K11063_6	83.8	9.7e-25	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000004387	98_62	NA	JAKTIV010000008.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592365.1_ASM2459236v1_genomic	GCA_024592365	K03699_483	274.1	3.999999999999999e-82	tlyC	-	KEGG	putative hemolysin	clade_1	#E8A419
0000001643	28_17	NA	JAKTIX010000022.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592335.1_ASM2459233v1_genomic	GCA_024592335	K10816_8	68	1.3e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_1	#E8A419
0000001702	29_10	NA	JAKTIX010000023.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592335.1_ASM2459233v1_genomic	GCA_024592335	K11060_3	50.5	2.9e-14	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000001765	30_13	NA	JAKTIX010000024.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592335.1_ASM2459233v1_genomic	GCA_024592335	K03699_483	274.1	3.7e-82	tlyC	-	KEGG	putative hemolysin	clade_1	#E8A419
0000001945	33_9	NA	JAKTIX010000027.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592335.1_ASM2459233v1_genomic	GCA_024592335	K11063_6	100.4	8.700000000000001e-30	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000002398	37_38	NA	JAKTIX010000030.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592335.1_ASM2459233v1_genomic	GCA_024592335	K11060_3	53	4.9e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000003789	83_8	NA	JAKTIX010000007.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592335.1_ASM2459233v1_genomic	GCA_024592335	K11063_6	78.9	2.7e-23	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000003790	83_9	NA	JAKTIX010000007.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592335.1_ASM2459233v1_genomic	GCA_024592335	K11063_6	83.8	8.999999999999998e-25	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000003790	83_9	NA	JAKTIX010000007.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592335.1_ASM2459233v1_genomic	GCA_024592335	K11060_3	53.6	3.3e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000000477	5_74	NA	JAKTIZ010000013.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592305.1_ASM2459230v1_genomic	GCA_024592305	TIGR01593	99.9	2.1e-29	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin	clade_1	#E8A419
0000000477	5_74	NA	JAKTIZ010000013.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592305.1_ASM2459230v1_genomic	GCA_024592305	PF05105.7	150.7	3.4e-45	Phage_holin_4	-	PFAM	Holin family	clade_1	#E8A419
0000000660	8_8	NA	JAKTIZ010000015.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592305.1_ASM2459230v1_genomic	GCA_024592305	K11063_6	78.9	2.6e-23	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000000661	8_9	NA	JAKTIZ010000015.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592305.1_ASM2459230v1_genomic	GCA_024592305	K11060_3	53.6	3.1e-15	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000000661	8_9	NA	JAKTIZ010000015.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592305.1_ASM2459230v1_genomic	GCA_024592305	K11063_6	83.8	8.5e-25	tcdAB	-	KEGG	toxin A\/B	clade_1	#E8A419
0000001424	14_73	NA	JAKTIZ010000020.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592305.1_ASM2459230v1_genomic	GCA_024592305	K10816_8	68	1.2e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_1	#E8A419
0000001600	17_21	NA	JAKTIZ010000023.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592305.1_ASM2459230v1_genomic	GCA_024592305	K03699_483	274.1	3.5e-82	tlyC	-	KEGG	putative hemolysin	clade_1	#E8A419
0000003960	73_54	NA	JAKTIZ010000009.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592305.1_ASM2459230v1_genomic	GCA_024592305	K11060_3	56.7	3.5e-16	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000000114	1_114	NA	JAKTJA010000010.1	pathogenic	1: Secreted Toxin	Y	pathogenic	1: Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592275.1_ASM2459227v1_genomic	GCA_024592275	K11060_3	50.5	2.7e-14	entB	-	KEGG	probable enterotoxin B	clade_1	#E8A419
0000001415	22_17	NA	JAKTJA010000021.1	pathogenic	1: Secreted Toxin	Y	unclassified	3: Potential Secreted Virulence factor	-	-	-	-	-	NA	GCA_024592275.1_ASM2459227v1_genomic	GCA_024592275	K10816_8	67.5	1.8e-19	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]	clade_1	#E8A419
0000001668	26_13	NA	JAKTJA010000025.1	pathogenic	1: Secreted Toxin	Y	non_pathogenic	-	-	-	-	-	-	NA	GCA_024592275.1_ASM2459227v1_genomic	GCA_024592275	PF05105.7	143.2	6.9e-43	Phage_holin_4	-	PFAM	Holin family	clade_1	#E8A419
